client_id,state,start_time,end_time
K-emoCon_P1,eda_low,5,10
K-emoCon_P1,eda_scr_amp_high,5,10
K-emoCon_P1,eda_peaks_low,5,15
K-emoCon_P1,eda_scr_auc_high,5,15
K-emoCon_P1,eda_std_high,5,20
K-emoCon_P1,emo_sad,5,20
K-emoCon_P1,eda_max_low,5,30
K-emoCon_P1,eda_medium,10,30
K-emoCon_P1,eda_scr_amp_low,10,30
K-emoCon_P1,eda_peaks_medium,15,20
K-emoCon_P1,eda_scr_auc_low,15,30
K-emoCon_P1,hr_low,15,30
K-emoCon_P1,eda_peaks_low,20,25
K-emoCon_P1,eda_std_medium,20,25
K-emoCon_P1,emo_calm,20,30
K-emoCon_P1,eda_peaks_high,25,30
K-emoCon_P1,eda_std_low,25,30
K-emoCon_P1,eda_std_high,30,35
K-emoCon_P1,eda_scr_amp_low,30,40
K-emoCon_P1,eda_peaks_medium,30,45
K-emoCon_P1,eda_scr_auc_medium,30,45
K-emoCon_P1,emo_calm,30,45
K-emoCon_P1,hr_low,30,55
K-emoCon_P1,eda_max_low,30,60
K-emoCon_P1,eda_medium,30,60
K-emoCon_P1,eda_std_medium,35,50
K-emoCon_P1,eda_scr_amp_medium,40,45
K-emoCon_P1,eda_peaks_low,45,55
K-emoCon_P1,eda_scr_amp_low,45,55
K-emoCon_P1,eda_scr_auc_low,45,55
K-emoCon_P1,emo_upset,45,60
K-emoCon_P1,eda_std_high,50,60
K-emoCon_P1,eda_peaks_medium,55,60
K-emoCon_P1,eda_scr_amp_medium,55,60
K-emoCon_P1,eda_scr_auc_high,55,60
K-emoCon_P1,hr_medium,55,60
K-emoCon_P1,eda_peaks_low,60,65
K-emoCon_P1,hrv_cvnn_low,60,65
K-emoCon_P1,hrv_cvsd_low,60,65
K-emoCon_P1,hrv_pnn20_low,60,65
K-emoCon_P1,hrv_pnn50_low,60,65
K-emoCon_P1,hrv_rmssd_low,60,65
K-emoCon_P1,hrv_sdnn_low,60,65
K-emoCon_P1,temp_high,60,65
K-emoCon_P1,eda_medium,65,70
K-emoCon_P1,hr_high,65,70
K-emoCon_P1,eda_std_medium,65,75
K-emoCon_P1,eda_scr_auc_low,65,80
K-emoCon_P1,eda_peaks_medium,65,85
K-emoCon_P1,eda_max_low,65,90
K-emoCon_P1,eda_scr_amp_low,65,90
K-emoCon_P1,emo_upset,65,90
K-emoCon_P1,hr_medium,70,75
K-emoCon_P1,eda_low,70,80
K-emoCon_P1,eda_std_high,75,90
K-emoCon_P1,hr_low,75,90
K-emoCon_P1,eda_medium,80,90
K-emoCon_P1,eda_scr_auc_high,80,90
K-emoCon_P1,eda_peaks_low,85,90
K-emoCon_P1,eda_peaks_low,90,95
K-emoCon_P1,hrv_cvnn_medium,90,95
K-emoCon_P1,hrv_cvsd_medium,90,95
K-emoCon_P1,hrv_pnn20_high,90,95
K-emoCon_P1,hrv_pnn50_medium,90,95
K-emoCon_P1,hrv_rmssd_medium,90,95
K-emoCon_P1,hrv_sdnn_medium,90,95
K-emoCon_P1,temp_high,90,95
K-emoCon_P1,eda_scr_auc_low,95,100
K-emoCon_P1,emo_upset,95,100
K-emoCon_P1,eda_peaks_medium,95,105
K-emoCon_P1,eda_std_medium,95,105
K-emoCon_P1,eda_max_low,95,120
K-emoCon_P1,eda_medium,95,120
K-emoCon_P1,eda_scr_amp_low,95,120
K-emoCon_P1,hr_low,95,120
K-emoCon_P1,eda_scr_auc_medium,100,105
K-emoCon_P1,emo_calm,100,120
K-emoCon_P1,eda_peaks_high,105,120
K-emoCon_P1,eda_scr_auc_low,105,120
K-emoCon_P1,eda_std_low,105,120
K-emoCon_P1,eda_peaks_low,120,125
K-emoCon_P1,temp_medium,120,125
K-emoCon_P1,eda_scr_auc_medium,125,130
K-emoCon_P1,eda_peaks_high,125,140
K-emoCon_P1,eda_std_low,125,140
K-emoCon_P1,eda_low,125,150
K-emoCon_P1,eda_max_low,125,150
K-emoCon_P1,eda_scr_amp_low,125,150
K-emoCon_P1,emo_relaxed,125,150
K-emoCon_P1,hr_low,125,150
K-emoCon_P1,eda_scr_auc_low,130,135
K-emoCon_P1,eda_scr_auc_medium,135,140
K-emoCon_P1,eda_peaks_low,140,145
K-emoCon_P1,eda_scr_auc_low,140,145
