client_id,state,start_time,end_time
CEAP_P1,eda_low,5,10
CEAP_P1,eda_max_low,5,10
CEAP_P1,eda_peaks_medium,5,10
CEAP_P1,eda_scr_auc_low,5,10
CEAP_P1,eda_std_low,5,10
CEAP_P1,emo_neutral,5,10
CEAP_P1,hr_low,5,10
CEAP_P1,eda_scr_amp_low,5,15
CEAP_P1,eda_low,10,15
CEAP_P1,eda_max_low,10,15
CEAP_P1,eda_peaks_medium,10,15
CEAP_P1,eda_scr_auc_medium,10,15
CEAP_P1,eda_std_low,10,15
CEAP_P1,emo_excited,10,15
CEAP_P1,hr_high,10,15
CEAP_P1,eda_max_high,15,20
CEAP_P1,eda_medium,15,20
CEAP_P1,eda_peaks_medium,15,20
CEAP_P1,eda_scr_amp_high,15,20
CEAP_P1,eda_scr_auc_high,15,20
CEAP_P1,eda_std_high,15,20
CEAP_P1,emo_upset,15,20
CEAP_P1,eda_low,20,25
CEAP_P1,eda_max_low,20,25
CEAP_P1,eda_peaks_low,20,25
CEAP_P1,eda_scr_auc_low,20,25
CEAP_P1,eda_std_high,20,25
CEAP_P1,emo_sad,20,25
CEAP_P1,eda_scr_amp_low,20,30
CEAP_P1,eda_low,25,30
CEAP_P1,eda_max_low,25,30
CEAP_P1,eda_peaks_high,25,30
CEAP_P1,eda_scr_auc_low,25,30
CEAP_P1,eda_std_low,25,30
CEAP_P1,emo_alert,25,30
CEAP_P1,hr_medium,25,30
CEAP_P1,eda_peaks_low,30,35
CEAP_P1,hrv_cvnn_high,30,35
CEAP_P1,hrv_cvsd_high,30,35
CEAP_P1,hrv_pnn20_high,30,35
CEAP_P1,hrv_pnn50_high,30,35
CEAP_P1,hrv_rmssd_high,30,35
CEAP_P1,hrv_sdnn_high,30,35
CEAP_P1,temp_high,30,35
CEAP_P1,eda_low,35,40
CEAP_P1,eda_max_low,35,40
CEAP_P1,eda_peaks_medium,35,40
CEAP_P1,eda_scr_auc_high,35,40
CEAP_P1,eda_std_high,35,40
CEAP_P1,emo_relaxed,35,40
CEAP_P1,hr_low,35,40
CEAP_P1,eda_scr_amp_low,35,50
CEAP_P1,eda_low,40,45
CEAP_P1,eda_max_low,40,45
CEAP_P1,eda_peaks_medium,40,45
CEAP_P1,eda_scr_auc_medium,40,45
CEAP_P1,eda_std_medium,40,45
CEAP_P1,emo_calm,40,45
CEAP_P1,hr_high,40,45
CEAP_P1,eda_low,45,50
CEAP_P1,eda_max_low,45,50
CEAP_P1,eda_peaks_medium,45,50
CEAP_P1,eda_scr_auc_medium,45,50
CEAP_P1,eda_std_low,45,50
CEAP_P1,emo_calm,45,50
CEAP_P1,hr_high,45,50
CEAP_P1,eda_max_medium,50,55
CEAP_P1,eda_medium,50,55
CEAP_P1,eda_peaks_medium,50,55
CEAP_P1,eda_scr_auc_high,50,55
CEAP_P1,eda_std_high,50,55
CEAP_P1,emo_stressed,50,55
CEAP_P1,hr_low,50,55
CEAP_P1,eda_scr_amp_low,50,60
CEAP_P1,eda_max_medium,55,60
CEAP_P1,eda_medium,55,60
CEAP_P1,eda_peaks_medium,55,60
CEAP_P1,eda_scr_auc_high,55,60
CEAP_P1,eda_std_high,55,60
CEAP_P1,emo_stressed,55,60
CEAP_P1,hr_low,55,60
CEAP_P1,eda_low,60,90
CEAP_P1,eda_max_low,60,90
CEAP_P1,eda_peaks_high,60,90
CEAP_P1,eda_scr_amp_low,60,90
CEAP_P1,eda_scr_auc_medium,60,90
CEAP_P1,eda_std_low,60,90
CEAP_P1,emo_alert,60,90
CEAP_P1,hr_high,60,90
CEAP_P10,eda_low,5,10
CEAP_P10,eda_max_low,5,10
CEAP_P10,eda_peaks_high,5,10
CEAP_P10,eda_scr_amp_low,5,10
CEAP_P10,emo_neutral,5,10
CEAP_P10,hr_medium,5,10
CEAP_P10,eda_std_high,5,15
CEAP_P10,eda_scr_auc_high,5,30
CEAP_P10,eda_max_medium,10,15
